item, 1 x 1, 0.9968944437323682, 0.7805763805408189, 0.9136071697677128, 0.556695928309516, 0.8291512578466547
item, 1 x 10, 0.9774444149849393, 0.8713015151525272, 0.8447590382816008, 0.5885678450489313, 0.979036277603641
item, 1 x 2, 0.9822860158399637, 0.6323204582590941, 0.8582942951971371, 0.8208377180717913, 0.8684061336096468
item, 1 x 3, 0.8893343762352868, 0.8767920685879602, 0.7047341467954917, 0.6556909745043045, 0.8453693082429817
item, 1 x 4, 0.7711157110055992, 0.768678129246145, 0.8169540530120708, 0.6040531400755169, 0.9115126949148887
item, 1 x 5, 0.9756819154416932, 0.7838239430667697, 0.8836706959880237, 0.6390271663895403, 0.8291104010758666
item, 1 x 6, 0.7526807691337949, 0.4772136192389234, 0.5976692591120132, 0.7086642116048674, 0.7900258956765629
item, 1 x 7, 0.7551705898571227, 0.4813356516704119, 0.9787488397537208, 0.621784405363812, 0.8415581125522446
item, 1 x 8, 0.909713252233059, 0.7627872917658713, 0.46397935071008545, 0.7204491282389363, 0.9094945836897652
item, 1 x 9, 0.7513334022601571, 0.5177629105082413, 0.3998342328464623, 0.7848693311863231, 0.9174892470156715
item, 10 x 1, 0.7144260408677297, 0.8433807581990522, 0.974102307248849, 0.5248706752505984, 0.9781580083760308
item, 10 x 10, 0.8553216178233337, 0.9852208835189151, 0.7267532920300849, 0.592519479220979, 0.9096470013059121
item, 10 x 2, 0.8605017141425014, 0.7542754638023862, 0.8848077384499269, 0.7312935678074013, 0.7859921722818456
item, 10 x 3, 0.9714644881805791, 0.9097846041933678, 0.4701603548611193, 0.7529279401510125, 0.9598112243097848
item, 10 x 4, 0.7721126347722331, 0.9679075827120602, 0.6316773565059306, 0.626370463799684, 0.8367039651920227
item, 10 x 5, 0.8810716554724487, 0.8251446101959927, 0.9883337991645876, 0.6788977967160039, 0.9309062005851689
item, 10 x 6, 0.9961168322106906, 0.669006897158131, 0.5314461788272284, 0.8626257182430884, 0.7727329620029435
item, 10 x 7, 0.6304591263150429, 0.6254613649873915, 0.9719248956755288, 0.6943039116137927, 0.8627636339134491
item, 10 x 8, 0.8964366432138244, 0.9352306452817578, 0.8806113612708575, 0.8416281710168179, 0.9578884254421003
item, 10 x 9, 0.6803630284790413, 0.9114500745120333, 0.8345575005754039, 0.839814580823483, 0.857831288731539
item, 2 x 1, 0.9814846761947236, 0.8286488051159184, 0.9723019247750925, 0.5149216167396601, 0.9272461395244787
item, 2 x 10, 0.9437092217622729, 1.0, 0.8034208806050305, 0.6857856632194242, 0.916498053839361
item, 2 x 2, 0.9405754075021826, 0.8063686302648859, 0.9501921888375906, 0.7608888578529961, 0.9766660678133484
item, 2 x 3, 0.9688017611418563, 0.9024210556660537, 0.7709297591640611, 0.8687233543234442, 0.9480241397291224
item, 2 x 4, 0.941403434950352, 0.775756955208487, 0.8378756932388081, 0.6478427597054929, 0.9776089257439948
item, 2 x 5, 0.9694144322054566, 0.7614911219837328, 0.9354975649537226, 0.8078545592283737, 0.9438783477438103
