17,"1 x 1",1
17,"1 x 10",1
17,"1 x 2",1
17,"1 x 3",1
17,"10 x 1",1
17,"10 x 10",1
17,"10 x 2",1
17,"10 x 3",1
17,"2 x 1",1
17,"2 x 10",1
17,"2 x 2",1
17,"2 x 3",1
17,"3 x 1",1
17,"3 x 10",1
17,"3 x 2",1
17,"3 x 3",1
17,"4 x 1",1
17,"4 x 10",1
17,"4 x 2",1
17,"4 x 3",1
17,"5 x 1",1
17,"5 x 10",1
17,"5 x 2",1
17,"5 x 3",1
17,"6 x 1",1
17,"6 x 10",1
17,"6 x 2",1
17,"6 x 3",1
17,"7 x 1",1
17,"7 x 10",1
17,"7 x 2",1
17,"7 x 3",1
17,"8 x 1",1
17,"8 x 10",1
17,"8 x 2",1
17,"8 x 3",1
17,"9 x 1",1
17,"9 x 10",1
17,"9 x 2",1
17,"9 x 3",1
21,"1 x 1",1
21,"1 x 10",1
21,"10 x 1",1
21,"10 x 10",1
21,"2 x 1",1
21,"2 x 10",1
21,"3 x 1",1
21,"3 x 10",1
21,"4 x 1",1
21,"4 x 10",1
21,"5 x 1",1
21,"5 x 10",1
21,"6 x 1",1
21,"6 x 10",1
21,"7 x 1",1
21,"7 x 10",1
21,"8 x 1",1
21,"8 x 10",1
21,"9 x 1",1
21,"9 x 10",1
22,"1 x 1",1
22,"1 x 2",1
22,"1 x 3",1
22,"10 x 1",1
22,"10 x 2",1
22,"10 x 3",1
22,"2 x 1",1
22,"2 x 2",1
22,"2 x 3",1
22,"3 x 1",1
22,"3 x 2",1
22,"3 x 3",1
22,"4 x 1",1
22,"4 x 2",1
22,"4 x 3",1
22,"5 x 1",1
22,"5 x 2",1
22,"5 x 3",1
22,"6 x 1",1
22,"6 x 2",1
22,"6 x 3",1
22,"7 x 1",1
22,"7 x 2",1
22,"7 x 3",1
22,"8 x 1",1
22,"8 x 2",1
22,"8 x 3",1
22,"9 x 1",1
22,"9 x 2",1
22,"9 x 3",1
25,"1 x 1",1
25,"1 x 10",1
25,"1 x 2",1
25,"1 x 3",1
25,"1 x 4",1
25,"1 x 6",1
25,"1 x 7",1
25,"1 x 8",1
25,"1 x 9",0
25,"10 x 1",1
25,"10 x 10",0
25,"10 x 2",1
25,"10 x 3",0
25,"10 x 4",1
25,"10 x 6",1
25,"10 x 8",1
25,"10 x 9",0
25,"2 x 1",1
25,"2 x 10",0
25,"2 x 2",1
25,"2 x 3",1
25,"2 x 4",1
25,"2 x 6",1
25,"2 x 7",1
25,"2 x 8",0
25,"2 x 9",1
25,"3 x 1",1
25,"3 x 10",1
25,"3 x 2",1
25,"3 x 3",0
25,"3 x 4",1
25,"3 x 6",0
25,"3 x 7",1
25,"3 x 8",1
25,"3 x 9",0
25,"4 x 1",1
