item, 1 x 1, 0.5352077231431037, 0.8205447193421224, 0.8907301733786451, 0.7745349212575887
item, 1 x 10, 0.7055557018790125, 0.9646580057549949, 0.868168776577817, 0.8507281004380264
item, 1 x 2, 0.8700186218924908, 0.7469851220617796, 0.7376302053324784, 0.828996107090611
item, 1 x 3, 0.6848235754052292, 0.7055799484191958, 0.8315448518438687, 0.6556532232880008
item, 1 x 4, 0.6601298805960083, 0.47044710202941137, 0.31767770739251755, 0.9335893958282137
item, 1 x 5, 0.6865182256009457, 0.6519796143951447, 0.712654175221788, 0.4210324757284139
item, 1 x 6, 0.1904942607689769, 0.7555074743505172, 0.9522671363816471, 0.6954754342869984
item, 1 x 7, 0.36079929509233877, 0.8912094514779558, 0.8092969735035868, 0.6772497843934497
item, 1 x 8, 0.7470362742465593, 0.6749752860969805, 0.15289511716835907, 0.45555927728350487
item, 1 x 9, 0.8142046959973548, 0.6275073725015577, 0.387354663795736, 0.6467465081220117
item, 10 x 1, 0.5917364471325992, 0.9256653898447578, 0.6614564878831185, 0.9179132327120905
item, 10 x 10, 0.7053881225059278, 0.7707381160582167, 0.7127701031120897, 0.8234474258908361
item, 10 x 2, 0.7694787775902545, 0.8189392880526402, 0.8319062915368586, 0.7793539605502329
item, 10 x 3, 0.595261471242333, 0.7317281927030742, 0.5679483228929613, 0.7954493071352909
item, 10 x 4, 0.608760889957976, 0.5787107564095234, 0.9250665924849509, 0.7989181953070232
item, 10 x 5, 0.6470244195456774, 0.5941825256968348, 0.7694656620845343, 0.6281257397205118
item, 10 x 6, 0.5163578193746514, 0.9893953021342454, 0.8231286776238326, 0.7556469334222838
item, 10 x 7, 0.30989362683724475, 0.888181876648529, 0.9808995910636092, 0.7680157757060775
item, 10 x 8, 0.6778056776183989, 0.9003587991016118, 0.39719953745202075, 0.93940904665652
item, 10 x 9, 0.6371568802798193, 0.7204156520653403, 0.900223237022947, 0.7031631581061044
item, 2 x 1, 0.4645117958146759, 0.9603475697254408, 0.5785472892468874, 0.7937397055728206
item, 2 x 10, 0.7734410710017051, 0.8440021665831922, 0.8440982874273756, 0.7351020488632902
item, 2 x 2, 0.7804394867623659, 0.8618765323034085, 0.96532869638867, 0.5429784350850803
item, 2 x 3, 0.842634220941971, 0.8784699815724826, 0.6309788065345977, 0.8923799650707521
item, 2 x 4, 0.6379888928288444, 0.9702261522567249, 0.7401671218045073, 0.8821294244711325
item, 2 x 5, 0.8198649904398408, 0.7349190832849691, 0.7800089214241008, 0.9335621331226072
item, 2 x 6, 0.6736398311768413, 0.9998207999986012, 0.8569604181190487, 0.7863791329361464
item, 2 x 7, 0.8904267411527318, 0.4978049291006307, 0.6107125989378547, 0.8613378496651463
item, 2 x 8, 0.9965326251788869, 0.7599948325899047, 0.874087166154812, 0.906597692628464
item, 2 x 9, 0.9999876349464053, 0.8045861913586322, 0.6682520693836747, 0.8878609492713434
item, 3 x 1, 0.3780984519446916, 0.7589705316855642, 0.4732108761079225, 0.9384784389178388
item, 3 x 10, 0.5682121888075994, 0.7271654227332919, 0.9572908975633957, 0.6957942793998015
item, 3 x 2, 0.8657420024971687, 0.9603984714531378, 0.880688834343901, 0.7750639701541794
item, 3 x 3, 0.921258967314466, 0.9145031913504066, 0.8703385994095133, 0.9954441062180218
item, 3 x 4, 0.9823836172887973, 0.7804613285433915, 0.7168361978662202, 0.8508937508084153
item, 3 x 5, 0.9166211455516062, 0.9478418031306536, 0.7387639981990499, 0.9294025508198921
item, 3 x 6, 0.999444199407446, 0.9995137987942991, 0.9987972881050613, 0.9350110569646037
item, 3 x 7, 1.0, 0.8817469972682652, 0.9970001037025898, 1.0
